1,47,5.6,15.6,19.6,102.4,95.2,14.4,25.8,38.2,180,56.7,45.7,190,0.552,7.95,0.536,117.1,1.3
2,51.2,5.6,15.6,19.4,102.2,94.2,14.2,27,43.8,205,56.7,46.7,208,0.551,8.24,0.36,117.1,1.3
