11,46.8,5.8,14.4,17.8,100,93,13.2,26,38,185,56.7,46.7,190,0.552,7.95,0.54,117.2,1.32
10,54.2,19.6,6.8,9,101.2,93.6,13.6,26.8,46.6,220,61.7,51.7,228,0.552,8.75,0.36,116.9,1.4
1,45.6,4.6,11.4,14.8,97,90.2,10.6,26.2,37.2,180,53.7,44.7,185,0.361,7.75,0.54,117.4,1.3
